academic_year,subject,sex,points_prior,points_1618,progress_score,student_count
202425,Maths,Male,3.5,5,1.5,3
202425,Maths,Male,3.5,6,2.5,0
202425,Maths,Male,3.5,7,3.5,0
202425,Maths,Male,3.5,8,c,c
202425,Maths,Male,3.5,9,5.5,0
202425,Maths,Male,3.5,No entry,-1,63
202425,English,All,0,All,z,2218
202425,English,All,0.25,All,z,1177
202425,English,All,0.5,All,z,1530
202425,English,All,0.75,All,z,1542
202425,English,All,1,All,z,6868
202425,English,All,1.25,All,z,102
202425,English,All,1.5,All,z,8
202425,English,All,2,All,z,25176
202425,English,All,3,All,z,49019
202425,English,All,3.5,All,z,403
202425,Maths,All,0,All,z,5000
202425,Maths,All,0.25,All,z,1435
202425,Maths,All,0.5,All,z,2107
202425,Maths,All,0.75,All,z,2197
202425,Maths,All,1,All,z,21514
202425,Maths,All,1.25,All,z,253
202425,Maths,All,1.5,All,z,2
202425,Maths,All,2,All,z,37034
202425,Maths,All,3,All,z,54893
202425,Maths,All,3.5,All,z,234
202425,English,Female,0,All,z,602
202425,English,Female,0.25,All,z,354
202425,English,Female,0.5,All,z,466
202425,English,Female,0.75,All,z,525
202425,English,Female,1,All,z,2040
202425,English,Female,1.25,All,z,37
202425,English,Female,1.5,All,z,1
202425,English,Female,2,All,z,8690
202425,English,Female,3,All,z,18399
202425,English,Female,3.5,All,z,128
202425,Maths,Female,0,All,z,2504
202425,Maths,Female,0.25,All,z,561
202425,Maths,Female,0.5,All,z,820
202425,Maths,Female,0.75,All,z,768
202425,Maths,Female,1,All,z,10731
202425,Maths,Female,1.25,All,z,81
202425,Maths,Female,1.5,All,z,1
202425,Maths,Female,2,All,z,18700
202425,Maths,Female,3,All,z,28901
202425,Maths,Female,3.5,All,z,97
202425,English,Male,0,All,z,1616
202425,English,Male,0.25,All,z,823
202425,English,Male,0.5,All,z,1064
202425,English,Male,0.75,All,z,1017
202425,English,Male,1,All,z,4828
202425,English,Male,1.25,All,z,64
202425,English,Male,1.5,All,z,7
202425,English,Male,2,All,z,16486
202425,English,Male,3,All,z,30616
202425,English,Male,3.5,All,z,275
202425,Maths,Male,0,All,z,2495
202425,Maths,Male,0.25,All,z,874
202425,Maths,Male,0.5,All,z,1286
202425,Maths,Male,0.75,All,z,1427
202425,Maths,Male,1,All,z,10783
202425,Maths,Male,1.25,All,z,172
202425,Maths,Male,1.5,All,z,1
202425,Maths,Male,2,All,z,18333
202425,Maths,Male,3,All,z,25989
202425,Maths,Male,3.5,All,z,137
202425,English,All,All,0,z,2173
202425,English,All,All,0.25,z,256
202425,English,All,All,0.5,z,1055
202425,English,All,All,0.75,z,3140
202425,English,All,All,1,z,4860
202425,English,All,All,1.25,z,228
202425,English,All,All,2,z,14111
202425,English,All,All,3,z,21921
202425,English,All,All,3.5,z,4016
202425,English,All,All,4,z,15431
202425,English,All,All,5,z,3620
202425,English,All,All,6,z,538
202425,English,All,All,7,z,70
202425,English,All,All,8,z,25
202425,English,All,All,9,z,43
202425,English,All,All,No entry,z,16556
202425,Maths,All,All,0,z,3385
202425,Maths,All,All,0.25,z,507
202425,Maths,All,All,0.5,z,1832
202425,Maths,All,All,0.75,z,6845
202425,Maths,All,All,1,z,11781
202425,Maths,All,All,1.25,z,511
202425,Maths,All,All,2,z,24550
202425,Maths,All,All,3,z,27785
202425,Maths,All,All,3.5,z,2522
202425,Maths,All,All,4,z,21897
202425,Maths,All,All,5,z,981
202425,Maths,All,All,6,z,18
202425,Maths,All,All,7,z,5
202425,Maths,All,All,8,z,2
202425,Maths,All,All,9,z,17
202425,Maths,All,All,No entry,z,22031
202425,English,Female,All,0,z,563
202425,English,Female,All,0.25,z,77
202425,English,Female,All,0.5,z,325
202425,English,Female,All,0.75,z,987
202425,English,Female,All,1,z,1589
202425,English,Female,All,1.25,z,59
202425,English,Female,All,2,z,4727
202425,English,Female,All,3,z,8306
202425,English,Female,All,3.5,z,1056
202425,English,Female,All,4,z,5774
202425,English,Female,All,5,z,1360
202425,English,Female,All,6,z,189
202425,English,Female,All,7,z,36
202425,English,Female,All,8,z,13
202425,English,Female,All,9,z,23
202425,English,Female,All,No entry,z,6157
202425,Maths,Female,All,0,z,1665
202425,Maths,Female,All,0.25,z,211
202425,Maths,Female,All,0.5,z,822
202425,Maths,Female,All,0.75,z,3065
202425,Maths,Female,All,1,z,6125
202425,Maths,Female,All,1.25,z,273
202425,Maths,Female,All,2,z,12431
202425,Maths,Female,All,3,z,14565
202425,Maths,Female,All,3.5,z,1083
202425,Maths,Female,All,4,z,11852
202425,Maths,Female,All,5,z,452
202425,Maths,Female,All,6,z,11
202425,Maths,Female,All,7,z,2
202425,Maths,Female,All,8,z,1
202425,Maths,Female,All,9,z,11
202425,Maths,Female,All,No entry,z,10595
202425,English,Male,All,0,z,1610
202425,English,Male,All,0.25,z,179
202425,English,Male,All,0.5,z,730
202425,English,Male,All,0.75,z,2153
202425,English,Male,All,1,z,3270
202425,English,Male,All,1.25,z,169
202425,English,Male,All,2,z,9380
202425,English,Male,All,3,z,13614
202425,English,Male,All,3.5,z,2959
202425,English,Male,All,4,z,9656
202425,English,Male,All,5,z,2260
202425,English,Male,All,6,z,349
202425,English,Male,All,7,z,34
202425,English,Male,All,8,z,12
202425,English,Male,All,9,z,20
202425,English,Male,All,No entry,z,10394
202425,Maths,Male,All,0,z,1720
202425,Maths,Male,All,0.25,z,296
202425,Maths,Male,All,0.5,z,1010
202425,Maths,Male,All,0.75,z,3780
202425,Maths,Male,All,1,z,5656
202425,Maths,Male,All,1.25,z,238
202425,Maths,Male,All,2,z,12118
202425,Maths,Male,All,3,z,13220
202425,Maths,Male,All,3.5,z,1437
202425,Maths,Male,All,4,z,10043
202425,Maths,Male,All,5,z,529
202425,Maths,Male,All,6,z,7
202425,Maths,Male,All,7,z,3
202425,Maths,Male,All,8,z,1
202425,Maths,Male,All,9,z,6
202425,Maths,Male,All,No entry,z,11433
